,zip,city,state,latitude,longitude,timezone,daylight_savings_time_flag,geopoint
8535,26120,Mineral Wells,WV,39.218276,-81.497865,-5,1,"39.218276, -81.497865"
8536,1845,North Andover,MA,42.683841,-71.11171,-5,1,"42.683841, -71.11171"
8537,44404,Burghill,OH,41.340211,-80.536,-5,1,"41.340211, -80.536"
8538,34431,Dunnellon,FL,29.131665,-82.49725999999998,-5,1,"29.131665, -82.49726"
8539,14588,Willard,NY,42.683451,-76.872442,-5,1,"42.683451, -76.872442"
8540,28290,Charlotte,NC,35.26002,-80.804151,-5,1,"35.26002, -80.804151"
8541,48219,Detroit,MI,42.425236,-83.24902,-5,1,"42.425236, -83.24902"
8542,12917,Burke,NY,44.915973,-74.16565,-5,1,"44.915973, -74.16565"
8543,37809,Midway,TN,36.162502,-83.0211,-5,1,"36.162502, -83.0211"
8544,79926,El Paso,TX,31.694842,-106.29998700000002,-7,1,"31.694842, -106.299987"
8545,13066,Fayetteville,NY,43.028516,-76.00875999999998,-5,1,"43.028516, -76.00876"
8546,15116,Glenshaw,PA,40.533806,-79.96303,-5,1,"40.533806, -79.96303"
8547,7029,Harrison,NJ,40.745951,-74.15509,-5,1,"40.745951, -74.15509"
8548,51526,Crescent,IA,41.362096,-95.87321,-6,1,"41.362096, -95.87321"
8549,62294,Troy,IL,38.725498,-89.88890999999998,-6,1,"38.725498, -89.88891"
8550,71357,Newellton,LA,32.090387,-91.24121,-6,1,"32.090387, -91.24121"
8551,96767,Lahaina,HI,20.866638,-156.646667,-10,0,"20.866638, -156.646667"
8552,39166,Silver City,MS,33.062845,-90.50034,-6,1,"33.062845, -90.50034"
8553,48867,Owosso,MI,42.99605,-84.17896,-5,1,"42.99605, -84.17896"
8554,28770,Ridgecrest,NC,35.618596,-82.30047999999998,-5,1,"35.618596, -82.30048"
8555,55340,Hamel,MN,45.07343,-93.56455,-6,1,"45.07343, -93.56455"
8556,49881,Sagola,MI,46.085875,-87.99607,-6,1,"46.085875, -87.99607"
8557,90292,Marina Del Rey,CA,33.976373,-118.45458,-8,1,"33.976373, -118.45458"
8558,16621,Broad Top,PA,40.211299,-78.12999999999998,-5,1,"40.211299, -78.13"
8559,85719,Tucson,AZ,32.240625,-110.94791,-7,0,"32.240625, -110.94791"
8560,10178,New York,NY,40.751378,-73.97850699999998,-5,1,"40.751378, -73.978507"
8561,29658,Long Creek,SC,34.774914,-83.27236,-5,1,"34.774914, -83.27236"
8562,78413,Corpus Christi,TX,27.687792,-97.40165,-6,1,"27.687792, -97.40165"
8563,43119,Galloway,OH,39.939871,-83.1667,-5,1,"39.939871, -83.1667"
8564,12483,Spring Glen,NY,41.663895,-74.42453299999998,-5,1,"41.663895, -74.424533"
8565,30032,Decatur,GA,33.740055,-84.26791,-5,1,"33.740055, -84.26791"
8566,55812,Duluth,MN,46.809438,-92.07319,-6,1,"46.809438, -92.07319"
8567,14660,Rochester,NY,43.286024,-77.684264,-5,1,"43.286024, -77.684264"
8568,34479,Ocala,FL,29.23543,-82.11069999999998,-5,1,"29.23543, -82.1107"
8569,60675,Chicago,IL,41.811929,-87.68732,-6,1,"41.811929, -87.68732"
8570,32937,Satellite Beach,FL,28.172040999999997,-80.59957,-5,1,"28.172041, -80.59957"
8571,32774,Orange City,FL,29.022729,-81.17216899999998,-5,1,"29.022729, -81.172169"
8572,6002,Bloomfield,CT,41.832798,-72.72642,-5,1,"41.832798, -72.72642"
8573,61536,Hanna City,IL,40.690205,-89.78042,-6,1,"40.690205, -89.78042"
8574,66533,Rossville,KS,39.143168,-95.95263000000001,-6,1,"39.143168, -95.95263"
8575,14507,Middlesex,NY,42.702921,-77.27446999999998,-5,1,"42.702921, -77.27447"
8576,27658,Raleigh,NC,35.797692,-78.625265,-5,1,"35.797692, -78.625265"
8577,5257,North Bennington,VT,42.936801,-73.24837999999998,-5,1,"42.936801, -73.24838"
8578,7838,Great Meadows,NJ,40.886474,-74.90089,-5,1,"40.886474, -74.90089"
8579,83841,Laclede,ID,48.161421,-116.76728,-8,1,"48.161421, -116.76728"
8580,95937,Dunnigan,CA,38.931025,-121.94518,-8,1,"38.931025, -121.94518"
8581,65230,Armstrong,MO,39.29161,-92.70579,-6,1,"39.29161, -92.70579"
8582,70360,Houma,LA,29.593377,-90.7475,-6,1,"29.593377, -90.7475"
8583,65078,Stover,MO,38.364491,-93.00645,-6,1,"38.364491, -93.00645"
8584,91104,Pasadena,CA,34.169356,-118.12392,-8,1,"34.169356, -118.12392"
8585,82201,Wheatland,WY,42.038694,-105.05068999999999,-7,1,"42.038694, -105.05069"
8586,53557,Lowell,WI,43.339823,-88.79719,-6,1,"43.339823, -88.79719"
8587,97444,Gold Beach,OR,42.451203,-124.39036000000002,-8,1,"42.451203, -124.39036"
8588,90231,Culver City,CA,33.786594,-118.298662,-8,1,"33.786594, -118.298662"
8589,64131,Kansas City,MO,38.972473,-94.57656,-6,1,"38.972473, -94.57656"
8590,51462,Scranton,IA,42.022139,-94.56409,-6,1,"42.022139, -94.56409"
8591,47421,Bedford,IN,38.865549,-86.46897,-5,0,"38.865549, -86.46897"
8592,4536,Bayville,ME,44.021333,-69.523263,-5,1,"44.021333, -69.523263"
8593,69162,Sidney,NE,41.162214,-103.01949,-7,1,"41.162214, -103.01949"
8594,14638,Rochester,NY,43.286024,-77.684264,-5,1,"43.286024, -77.684264"
8595,52038,Dundee,IA,42.585197,-91.55268,-6,1,"42.585197, -91.55268"
8596,3552,Pittsburg,NH,45.085717,-71.345714,-5,1,"45.085717, -71.345714"
8597,17823,Dornsife,PA,40.720016,-76.73738,-5,1,"40.720016, -76.73738"
8598,57359,Letcher,SD,43.896226,-98.14931,-6,1,"43.896226, -98.14931"
8599,14850,Ithaca,NY,42.449454,-76.49684999999998,-5,1,"42.449454, -76.49685"
8600,73102,Oklahoma City,OK,35.47156,-97.52036,-6,1,"35.47156, -97.52036"
8601,31745,Donalsonville,GA,30.974364,-84.87703,-5,1,"30.974364, -84.87703"
8602,67845,Bloom,KS,39.296417,-98.524566,-6,1,"39.296417, -98.524566"
8603,29860,North Augusta,SC,33.59107,-81.96445,-5,1,"33.59107, -81.96445"
8604,54156,Pembine,WI,45.595032,-87.95018,-6,1,"45.595032, -87.95018"
8605,24121,Moneta,VA,37.145705,-79.64785999999998,-5,1,"37.145705, -79.64786"
8606,59258,Reserve,MT,48.591968,-104.61326,-7,1,"48.591968, -104.61326"
8607,46612,South Bend,IN,41.628483,-86.234589,-5,0,"41.628483, -86.234589"
8608,58040,Gwinner,ND,46.214772,-97.66923000000001,-6,1,"46.214772, -97.66923"
8609,77449,Katy,TX,29.825908,-95.7301,-6,1,"29.825908, -95.7301"
8610,15060,Midway,PA,40.368154,-80.2924,-5,1,"40.368154, -80.2924"
8611,71468,Provencal,LA,31.494144,-93.17508,-6,1,"31.494144, -93.17508"
8612,11418,Richmond Hill,NY,40.698485,-73.83365,-5,1,"40.698485, -73.83365"
8613,47429,Ellettsville,IN,39.245995,-86.62274999999998,-5,0,"39.245995, -86.62275"
8614,37306,Belvidere,TN,35.106467,-86.2035,-6,1,"35.106467, -86.2035"
8615,13733,Bainbridge,NY,42.292692,-75.47528,-5,1,"42.292692, -75.47528"
8616,57312,Alpena,SD,44.195319,-98.3734,-6,1,"44.195319, -98.3734"
8617,95328,Keyes,CA,37.5596,-120.9141,-8,1,"37.5596, -120.9141"
8618,2359,Pembroke,MA,42.065554,-70.80426,-5,1,"42.065554, -70.80426"
8619,32353,Quincy,FL,30.549676,-84.606864,-5,1,"30.549676, -84.606864"
8620,35806,Huntsville,AL,34.748066,-86.68317,-6,1,"34.748066, -86.68317"
8621,5828,Danville,VT,44.424043,-72.12807999999998,-5,1,"44.424043, -72.12808"
8622,61760,Minonk,IL,40.893593,-89.03266,-6,1,"40.893593, -89.03266"
8623,5482,Shelburne,VT,44.388556,-73.22318,-5,1,"44.388556, -73.22318"
8624,54985,Winnebago,WI,44.075084,-88.51757999999998,-6,1,"44.075084, -88.51758"
8625,8346,Newtonville,NJ,39.562719,-74.85853,-5,1,"39.562719, -74.85853"
8626,36641,Mobile,AL,30.658865,-88.177975,-6,1,"30.658865, -88.177975"
8627,32506,Pensacola,FL,30.408807,-87.31919,-6,1,"30.408807, -87.31919"
8628,8010,Beverly,NJ,40.058211,-74.91404,-5,1,"40.058211, -74.91404"
8629,80520,Firestone,CO,40.115501,-104.93637,-7,1,"40.115501, -104.93637"
8630,42755,Leitchfield,KY,37.471943,-86.343941,-6,1,"37.471943, -86.343941"
8631,27375,Wentworth,NC,36.392135,-79.773094,-5,1,"36.392135, -79.773094"
8632,45845,Fort Loramie,OH,40.338583,-84.38348,-5,1,"40.338583, -84.38348"
8633,56174,Storden,MN,44.031366,-95.30674,-6,1,"44.031366, -95.30674"
8634,15666,Mount Pleasant,PA,40.150143,-79.52491999999998,-5,1,"40.150143, -79.52492"
8635,58380,Tolna,ND,47.836237,-98.51502,-6,1,"47.836237, -98.51502"
8636,22307,Alexandria,VA,38.774863,-77.05929999999998,-5,1,"38.774863, -77.0593"
8637,2341,Hanson,MA,42.059434,-70.86205,-5,1,"42.059434, -70.86205"
8638,48332,Farmington,MI,42.660091,-83.3863,-5,1,"42.660091, -83.3863"
8639,24884,Squire,WV,37.249595,-81.55208,-5,1,"37.249595, -81.55208"
8640,43456,Put In Bay,OH,41.671574,-82.81278,-5,1,"41.671574, -82.81278"
8641,38603,Ashland,MS,34.839417,-89.15818,-6,1,"34.839417, -89.15818"
8642,54628,Ferryville,WI,43.373139,-91.0025,-6,1,"43.373139, -91.0025"
8643,24724,Freeman,WV,37.32767,-81.29994,-5,1,"37.32767, -81.29994"
8644,24323,Crockett,VA,36.88091,-81.1992,-5,1,"36.88091, -81.1992"
8645,96073,Palo Cedro,CA,40.562648,-122.2255,-8,1,"40.562648, -122.2255"
8646,84148,Salt Lake City,UT,40.756796,-111.837567,-7,1,"40.756796, -111.837567"
8647,99135,Hartline,WA,47.641983,-119.08896999999999,-8,1,"47.641983, -119.08897"
8648,78019,Encinal,TX,28.062471,-99.42890000000001,-6,1,"28.062471, -99.4289"
8649,75763,Frankston,TX,32.072339,-95.50433,-6,1,"32.072339, -95.50433"
8650,641,Utuado,PR,18.268896,-66.70519,-4,0,"18.268896, -66.70519"
8651,68642,Humphrey,NE,41.690401,-97.49723,-6,1,"41.690401, -97.49723"
8652,5201,Bennington,VT,42.882231,-73.17873,-5,1,"42.882231, -73.17873"
8653,28341,Faison,NC,35.119076,-78.16438999999998,-5,1,"35.119076, -78.16439"
8654,97884,Unity,OR,44.471344,-118.20623,-8,1,"44.471344, -118.20623"
8655,59631,Basin,MT,46.231547,-112.34456000000002,-7,1,"46.231547, -112.34456"
8656,37377,Signal Mountain,TN,35.159778,-85.33332,-5,1,"35.159778, -85.33332"
8657,60042,Island Lake,IL,42.277691,-88.20073999999998,-6,1,"42.277691, -88.20074"
8658,37012,Alexandria,TN,36.076635,-86.01977999999998,-6,1,"36.076635, -86.01978"
8659,32173,Ormond Beach,FL,29.022729,-81.17216899999998,-5,1,"29.022729, -81.172169"
8660,50681,Westgate,IA,42.778924,-92.00735,-6,1,"42.778924, -92.00735"
8661,36604,Mobile,AL,30.68164,-88.06676,-6,1,"30.68164, -88.06676"
8662,35899,Huntsville,AL,34.733898,-86.64559199999998,-6,1,"34.733898, -86.645592"
8663,20601,Waldorf,MD,38.634306,-76.86007999999998,-5,1,"38.634306, -76.86008"
8664,75486,Sumner,TX,33.734091,-95.76203,-6,1,"33.734091, -95.76203"
8665,58426,Courtenay,ND,47.227781,-98.58545,-6,1,"47.227781, -98.58545"
8666,74344,Grove,OK,36.599689,-94.76673,-6,1,"36.599689, -94.76673"
8667,71356,Morrow,LA,30.835875,-92.06564,-6,1,"30.835875, -92.06564"
8668,2180,Stoneham,MA,42.480145,-71.09835,-5,1,"42.480145, -71.09835"
8669,2403,Brockton,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
8670,29556,Kingstree,SC,33.671678,-79.78693,-5,1,"33.671678, -79.78693"
8671,32124,Daytona Beach,FL,29.105506,-81.08642,-5,1,"29.105506, -81.08642"
8672,63934,Clubb,MO,37.20739,-90.38829,-6,1,"37.20739, -90.38829"
8673,46148,Knightstown,IN,39.803168,-85.51553,-5,0,"39.803168, -85.51553"
8674,10312,Staten Island,NY,40.543117,-74.17628,-5,1,"40.543117, -74.17628"
8675,38049,Mason,TN,35.391363,-89.53987999999998,-6,1,"35.391363, -89.53988"
8676,97269,Portland,OR,45.173284,-122.25986100000001,-8,1,"45.173284, -122.259861"
8677,31313,Hinesville,GA,31.828575,-81.61616999999998,-5,1,"31.828575, -81.61617"
8678,1852,Lowell,MA,42.634112,-71.29849,-5,1,"42.634112, -71.29849"
8679,56264,Minneota,MN,44.58701,-95.98153,-6,1,"44.58701, -95.98153"
8680,18444,Moscow,PA,41.344794,-75.52670999999998,-5,1,"41.344794, -75.52671"
8681,77706,Beaumont,TX,30.092678999999997,-94.16377,-6,1,"30.092679, -94.16377"
8682,97869,Prairie City,OR,44.441241,-118.69325,-8,1,"44.441241, -118.69325"
8683,77011,Houston,TX,29.742378,-95.30726000000001,-6,1,"29.742378, -95.30726"
8684,68452,Ong,NE,40.394354,-97.84507,-6,1,"40.394354, -97.84507"
8685,92698,Aliso Viejo,CA,33.640302,-117.769442,-8,1,"33.640302, -117.769442"
8686,5261,Pownal,VT,42.776384,-73.21394999999998,-5,1,"42.776384, -73.21395"
8687,4029,Sebago,ME,43.887356,-70.67755,-5,1,"43.887356, -70.67755"
8688,98243,Deer Harbor,WA,48.612763,-123.02057,-8,1,"48.612763, -123.02057"
8689,4538,Boothbay Harbor,ME,43.85424,-69.63217,-5,1,"43.85424, -69.63217"
8690,15337,Graysville,PA,39.943552,-80.37399,-5,1,"39.943552, -80.37399"
8691,45171,Sardinia,OH,38.985368,-83.78542,-5,1,"38.985368, -83.78542"
8692,7106,Newark,NJ,40.742251,-74.23005999999998,-5,1,"40.742251, -74.23006"
8693,19317,Chadds Ford,PA,39.851803,-75.5961,-5,1,"39.851803, -75.5961"
8694,50471,Rudd,IA,43.148134,-92.88759,-6,1,"43.148134, -92.88759"
8695,33713,Saint Petersburg,FL,27.787904,-82.68039,-5,1,"27.787904, -82.68039"
8696,75058,Gunter,TX,33.453628,-96.73436,-6,1,"33.453628, -96.73436"
8697,95388,Winton,CA,37.400193,-120.61093999999999,-8,1,"37.400193, -120.61094"
8698,57322,Carpenter,SD,44.638862,-97.97146,-6,1,"44.638862, -97.97146"
8699,48853,Maple Rapids,MI,43.102399,-84.69278,-5,1,"43.102399, -84.69278"
8700,79697,Abilene,TX,32.302132,-99.890737,-6,1,"32.302132, -99.890737"
8701,46350,La Porte,IN,41.605749,-86.71983,-6,1,"41.605749, -86.71983"
8702,8053,Marlton,NJ,39.88488,-74.90416,-5,1,"39.88488, -74.90416"
8703,24285,Stonega,VA,36.953228,-82.79025,-5,1,"36.953228, -82.79025"
8704,2358,North Pembroke,MA,41.805219,-70.62642,-5,1,"41.805219, -70.62642"
8705,30467,Sylvania,GA,32.754635,-81.63543,-5,1,"32.754635, -81.63543"
8706,614,Arecibo,PR,18.429675,-66.674506,-4,0,"18.429675, -66.674506"
8707,96002,Redding,CA,40.539302,-122.33278999999999,-8,1,"40.539302, -122.33279"
8708,55951,Le Roy,MN,43.525845,-92.51616000000001,-6,1,"43.525845, -92.51616"
8709,54221,Manitowoc,WI,44.132295,-87.59903099999998,-6,1,"44.132295, -87.599031"
8710,99144,Lamona,WA,47.60894,-118.399551,-8,1,"47.60894, -118.399551"
8711,59703,Butte,MT,45.905345,-112.63770500000001,-7,1,"45.905345, -112.637705"
8712,18820,Gibson,PA,41.803936,-75.64431,-5,1,"41.803936, -75.64431"
8713,17552,Mount Joy,PA,40.109445,-76.50919,-5,1,"40.109445, -76.50919"
8714,69210,Ainsworth,NE,42.530382,-99.88206,-6,1,"42.530382, -99.88206"
8715,30753,Trion,GA,34.558404,-85.30301,-5,1,"34.558404, -85.30301"
8716,47070,Lovett,IN,38.897246,-85.72638399999998,-5,0,"38.897246, -85.726384"
8717,26431,Shinnston,WV,39.392285,-80.28438,-5,1,"39.392285, -80.28438"
8718,48915,Lansing,MI,42.737701,-84.57106,-5,1,"42.737701, -84.57106"
8719,4530,Bath,ME,43.900651,-69.83405,-5,1,"43.900651, -69.83405"
8720,6814,Danbury,CT,41.308873,-73.36366099999998,-5,1,"41.308873, -73.363661"
8721,35055,Cullman,AL,34.167893,-86.82505999999998,-6,1,"34.167893, -86.82506"
8722,23924,Chase City,VA,36.806422,-78.46048,-5,1,"36.806422, -78.46048"
8723,79701,Midland,TX,31.995623,-102.08108,-6,1,"31.995623, -102.08108"
8724,60461,Olympia Fields,IL,41.51829,-87.69274,-6,1,"41.51829, -87.69274"
8725,71913,Hot Springs National Park,AR,34.47056,-93.08805,-6,1,"34.47056, -93.08805"
8726,26250,Belington,WV,39.032644,-79.95295,-5,1,"39.032644, -79.95295"
8727,65810,Springfield,MO,37.120301,-93.31461,-6,1,"37.120301, -93.31461"
8728,49617,Beulah,MI,44.643593,-86.04381999999998,-5,1,"44.643593, -86.04382"
8729,52497,Cedar Rapids,IA,42.079415,-91.599215,-6,1,"42.079415, -91.599215"
8730,68058,South Bend,NE,41.003188,-96.24529,-6,1,"41.003188, -96.24529"
8731,63362,Moscow Mills,MO,38.952724,-90.89199,-6,1,"38.952724, -90.89199"
8732,77507,Pasadena,TX,29.624686,-95.06111000000001,-6,1,"29.624686, -95.06111"
8733,65036,Gasconade,MO,38.675775,-91.58968,-6,1,"38.675775, -91.58968"
8734,44103,Cleveland,OH,41.513801,-81.64287,-5,1,"41.513801, -81.64287"
8735,75458,Merit,TX,33.242656,-96.291572,-6,1,"33.242656, -96.291572"
8736,45127,Columbia,OH,39.137761,-84.35214,-5,1,"39.137761, -84.35214"
8737,95432,Elk,CA,39.103897,-123.64617,-8,1,"39.103897, -123.64617"
8738,12961,Moriah Center,NY,44.061849,-73.58383999999998,-5,1,"44.061849, -73.58384"
8739,49663,Manton,MI,44.426913,-85.37836,-5,1,"44.426913, -85.37836"
8740,10154,New York,NY,40.757986,-73.97266999999998,-5,1,"40.757986, -73.97267"
8741,59754,Twin Bridges,MT,45.513742,-112.4186,-7,1,"45.513742, -112.4186"
8742,62862,Mill Shoals,IL,38.219997,-88.3121,-6,1,"38.219997, -88.3121"
8743,90506,Torrance,CA,33.786594,-118.298662,-8,1,"33.786594, -118.298662"
8744,60536,Millbrook,IL,41.598631,-88.55316999999998,-6,1,"41.598631, -88.55317"
8745,20003,Washington,DC,38.881762,-76.99447,-5,1,"38.881762, -76.99447"
8746,49355,Ada,MI,43.031413,-85.550267,-5,1,"43.031413, -85.550267"
8747,71201,Monroe,LA,32.519393,-92.10755,-6,1,"32.519393, -92.10755"
8748,99632,Mountain Village,AK,62.090075,-163.72393,-9,1,"62.090075, -163.72393"
8749,20570,Washington,DC,38.899061,-77.040149,-5,1,"38.899061, -77.040149"
8750,48203,Highland Park,MI,42.421936,-83.09981,-5,1,"42.421936, -83.09981"
8751,51027,Ireton,IA,42.971195,-96.32512,-6,1,"42.971195, -96.32512"
8752,33702,Saint Petersburg,FL,27.843052,-82.6449,-5,1,"27.843052, -82.6449"
8753,8821,Flagtown,NJ,40.518578,-74.68545,-5,1,"40.518578, -74.68545"
8754,83707,Boise,ID,43.38469,-115.997118,-7,1,"43.38469, -115.997118"
8755,8107,Oaklyn,NJ,39.908163,-75.08618,-5,1,"39.908163, -75.08618"
8756,32157,Lake Como,FL,29.467357,-81.57164,-5,1,"29.467357, -81.57164"
8757,6370,Oakdale,CT,41.464274,-72.19551,-5,1,"41.464274, -72.19551"
8758,10115,New York,NY,40.810906,-73.96375,-5,1,"40.810906, -73.96375"
8759,93258,Porterville,CA,36.033126,-119.00726499999999,-8,1,"36.033126, -119.007265"
8760,30168,Austell,GA,33.797456,-84.60621,-5,1,"33.797456, -84.60621"
8761,45319,Donnelsville,OH,39.918936,-83.94490899999998,-5,1,"39.918936, -83.944909"
8762,5822,Barton,VT,44.750509,-72.16375999999998,-5,1,"44.750509, -72.16376"
8763,45209,Cincinnati,OH,39.15406,-84.43085999999998,-5,1,"39.15406, -84.43086"
8764,95206,Stockton,CA,37.922024,-121.3025,-8,1,"37.922024, -121.3025"
8765,45403,Dayton,OH,39.762708,-84.15294,-5,1,"39.762708, -84.15294"
8766,59931,Rollins,MT,47.911242,-114.19568000000001,-7,1,"47.911242, -114.19568"
8767,33556,Odessa,FL,28.143377,-82.59054,-5,1,"28.143377, -82.59054"
8768,4952,Morrill,ME,44.417725,-69.15196,-5,1,"44.417725, -69.15196"
8769,88352,Tularosa,NM,33.098649,-106.02058000000001,-7,1,"33.098649, -106.02058"
8770,68457,Verdon,NE,40.152937,-95.69982,-6,1,"40.152937, -95.69982"
8771,52134,Chester,IA,43.468995,-92.40092000000001,-6,1,"43.468995, -92.40092"
8772,56450,Garrison,MN,46.244818,-93.8155,-6,1,"46.244818, -93.8155"
8773,24401,Staunton,VA,38.146216,-79.07625,-5,1,"38.146216, -79.07625"
8774,46186,Wilkinson,IN,39.894667,-85.62657,-5,0,"39.894667, -85.62657"
8775,80646,Lucerne,CO,40.48243,-104.70541999999999,-7,1,"40.48243, -104.70542"
8776,26276,Kerens,WV,39.019639,-79.74613999999998,-5,1,"39.019639, -79.74614"
8777,66935,Belleville,KS,39.824657,-97.62881,-6,1,"39.824657, -97.62881"
8778,23523,Norfolk,VA,36.830936,-76.27353999999998,-5,1,"36.830936, -76.27354"
8779,61607,Peoria,IL,40.642049,-89.67147,-6,1,"40.642049, -89.67147"
8780,92234,Cathedral City,CA,33.807761,-116.46473,-8,1,"33.807761, -116.46473"
8781,99811,Juneau,AK,58.38348,-134.197786,-9,1,"58.38348, -134.197786"
8782,82001,Cheyenne,WY,41.141281,-104.80208,-7,1,"41.141281, -104.80208"
8783,54161,Pound,WI,45.116325,-88.16811,-6,1,"45.116325, -88.16811"
8784,40995,Trosper,KY,36.78737,-83.81507999999998,-5,1,"36.78737, -83.81508"
8785,53129,Greendale,WI,42.937448,-87.99839,-6,1,"42.937448, -87.99839"
8786,31995,Fort Benning,GA,32.495841,-84.963981,-5,1,"32.495841, -84.963981"
8787,63119,Saint Louis,MO,38.590652,-90.35168,-6,1,"38.590652, -90.35168"
8788,34236,Sarasota,FL,27.333014,-82.54613,-5,1,"27.333014, -82.54613"
8789,78584,Roma,TX,26.493058,-99.00718,-6,1,"26.493058, -99.00718"
8790,14003,Alabama,NY,42.998052,-78.184813,-5,1,"42.998052, -78.184813"
8791,38764,Pace,MS,33.796844,-90.85561000000001,-6,1,"33.796844, -90.85561"
8792,41262,Tomahawk,KY,37.855873,-82.62090999999998,-5,1,"37.855873, -82.62091"
8793,16150,Sharpsville,PA,41.266185,-80.46312,-5,1,"41.266185, -80.46312"
8794,27253,Graham,NC,36.031837,-79.37815,-5,1,"36.031837, -79.37815"
8795,58735,Douglas,ND,47.869756,-101.49673,-6,1,"47.869756, -101.49673"
8796,8824,Kendall Park,NJ,40.423055,-74.55352,-5,1,"40.423055, -74.55352"
8797,64468,Maryville,MO,40.341716,-94.87498,-6,1,"40.341716, -94.87498"
8798,61372,Troy Grove,IL,41.466102,-89.07794,-6,1,"41.466102, -89.07794"
8799,10095,New York,NY,40.748181,-73.988421,-5,1,"40.748181, -73.988421"
8800,95343,Merced,CA,37.186872,-120.650351,-8,1,"37.186872, -120.650351"
8801,83449,Swan Valley,ID,43.450364,-111.33201000000001,-7,1,"43.450364, -111.33201"
8802,28675,Sparta,NC,36.506064,-81.1362,-5,1,"36.506064, -81.1362"
8803,50047,Carlisle,IA,41.491089,-93.48058,-6,1,"41.491089, -93.48058"
8804,19070,Morton,PA,39.906312,-75.32488999999998,-5,1,"39.906312, -75.32489"
8805,66056,Mound City,KS,38.141903,-94.82166,-6,1,"38.141903, -94.82166"
8806,72321,Burdette,AR,35.818518,-89.93751,-6,1,"35.818518, -89.93751"
8807,18371,Tamiment,PA,41.340936,-75.024055,-5,1,"41.340936, -75.024055"
8808,76632,Chilton,TX,31.287625,-97.06076,-6,1,"31.287625, -97.06076"
8809,31782,Putney,GA,31.543065,-84.219594,-5,1,"31.543065, -84.219594"
8810,19938,Clayton,DE,39.265066,-75.6807,-5,1,"39.265066, -75.6807"
8811,28618,Deep Gap,NC,36.197882,-81.52276,-5,1,"36.197882, -81.52276"
8812,80950,Colorado Springs,CO,38.82469,-104.562027,-7,1,"38.82469, -104.562027"
8813,97539,Shady Cove,OR,42.612422,-122.81342,-8,1,"42.612422, -122.81342"
8814,31796,Warwick,GA,31.782466,-83.86973,-5,1,"31.782466, -83.86973"
8815,6784,Sherman,CT,41.566534,-73.4915,-5,1,"41.566534, -73.4915"
8816,53585,Sharon,WI,42.518695,-88.7226,-6,1,"42.518695, -88.7226"
8817,59483,Sun River,MT,47.465072,-111.79735,-7,1,"47.465072, -111.79735"
8818,1505,Boylston,MA,42.338392,-71.73026,-5,1,"42.338392, -71.73026"
8819,28232,Charlotte,NC,35.26002,-80.804151,-5,1,"35.26002, -80.804151"
8820,35968,Fort Payne,AL,34.460537,-85.76743999999998,-6,1,"34.460537, -85.76744"
8821,65672,Hollister,MO,36.600309,-93.23552,-6,1,"36.600309, -93.23552"
8822,68647,Monroe,NE,41.504301,-97.60921,-6,1,"41.504301, -97.60921"
8823,13672,Parishville,NY,44.4987,-74.74684999999998,-5,1,"44.4987, -74.74685"
8824,32565,Jay,FL,30.902015,-87.13267,-6,1,"30.902015, -87.13267"
8825,25088,Glen,WV,38.382145,-81.19842,-5,1,"38.382145, -81.19842"
8826,73728,Cherokee,OK,36.751276,-98.37108,-6,1,"36.751276, -98.37108"
8827,67251,Wichita,KS,37.693588,-97.480419,-6,1,"37.693588, -97.480419"
8828,82061,Horse Creek,WY,41.422733,-105.19881,-7,1,"41.422733, -105.19881"
8829,22509,Loretto,VA,38.104829,-77.07429999999998,-5,1,"38.104829, -77.0743"
8830,69150,Madrid,NE,40.845229,-101.5378,-7,1,"40.845229, -101.5378"
8831,82441,Shell,WY,44.632199,-107.67034,-7,1,"44.632199, -107.67034"
8832,48328,Waterford,MI,42.642302,-83.35133,-5,1,"42.642302, -83.35133"
8833,60040,Highwood,IL,42.205724,-87.81421,-6,1,"42.205724, -87.81421"
8834,56584,Twin Valley,MN,47.245894,-96.24825000000001,-6,1,"47.245894, -96.24825"
8835,91604,Studio City,CA,34.143856,-118.39428999999998,-8,1,"34.143856, -118.39429"
8836,24003,Roanoke,VA,37.274175,-79.95785999999998,-5,1,"37.274175, -79.95786"
8837,47174,Sulphur,IN,38.210303,-86.46657,-5,0,"38.210303, -86.46657"
8838,48174,Romulus,MI,42.212372,-83.37223,-5,1,"42.212372, -83.37223"
8839,20406,Washington,DC,38.893311,-77.01464699999998,-5,1,"38.893311, -77.014647"
8840,60917,Buckingham,IL,41.04699,-88.18649,-6,1,"41.04699, -88.18649"
8841,46571,Topeka,IN,41.565561,-85.54707,-5,0,"41.565561, -85.54707"
8842,11557,Hewlett,NY,40.639534,-73.69253,-5,1,"40.639534, -73.69253"
8843,27896,Wilson,NC,35.768693,-77.95166999999998,-5,1,"35.768693, -77.95167"
8844,99626,Lower Kalskag,AK,61.518175,-160.37019,-9,1,"61.518175, -160.37019"
8845,20188,Warrenton,VA,38.765619,-77.820293,-5,1,"38.765619, -77.820293"
8846,25121,Lake,WV,37.929438,-81.90108999999998,-5,1,"37.929438, -81.90109"
8847,14863,Mecklenburg,NY,42.451569,-76.706717,-5,1,"42.451569, -76.706717"
8848,4541,Chamberlain,ME,43.885681,-69.4795,-5,1,"43.885681, -69.4795"
